NOMINATION_ID,GT_SAQ_MILESTONE,GT_SAQ_MILESTONE_CATEGORY
JED-EXP21-01585,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01618,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01634,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01690,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01736,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01760,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01784,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01823,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01877,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01880,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01894,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-01994,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02010,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02018,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02205,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02228,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02269,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02315,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02316,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02324,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02330,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02331,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02332,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02415,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02460,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02462,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02486,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02493,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02496,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02498,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02529,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02582,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02589,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02595,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02696,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0003,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0006,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0007,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0017,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0019,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0023,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0026,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0028,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0032,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0047,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0054,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0059,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0065,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0072,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0074,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0075,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0078,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0082,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0086,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0087,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0089,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0090,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0098,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0099,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0101,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0103,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0107,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0108,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0110,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0111,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0115,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0117,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0118,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0120,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0121,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0123,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0126,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0128,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0129,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0130,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0131,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0132,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0135,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0140,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0154,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0167,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0172,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0175,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0177,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0178,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0179,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0190,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0192,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0194,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0199,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0208,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0209,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0211,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0218,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0222,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0223,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0225,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0226,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0227,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0229,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0231,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0235,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0237,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0244,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0245,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0247,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0251,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0254,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0255,CLEAN A/RTB,RTB'D YR 2021
N26-JED21-0257,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0002,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0004,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0005,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0009,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0011,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0012,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0014,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0015,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0017,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0021,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0022,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0026,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0027,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0028,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0030,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0031,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0032,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0034,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0035,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0039,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0044,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0046,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0048,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0056,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0058,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0060,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0065,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0066,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0068,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0069,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0070,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0076,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0079,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0081,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0082,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0083,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0084,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0085,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0087,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0089,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0096,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0099,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02714,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02715,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02717,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02718,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02719,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02720,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02721,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02722,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02723,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02780,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02784,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02785,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02786,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02788,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02790,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02792,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02794,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02795,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02796,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02801,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02809,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02810,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02846,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02866,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02877,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02895,CLEAN A/RTB,RTB'D YR 2021
L21-EXP20-4794,CLEAN A/RTB,RTB'D YR 2021
L21-EXP20-2997,CLEAN A/RTB,RTB'D YR 2021
L21-EXP20-2994,CLEAN A/RTB,RTB'D YR 2021
L21-EXP20-2444,CLEAN A/RTB,RTB'D YR 2021
L21-EXP20-2441,CLEAN A/RTB,RTB'D YR 2021
L21-EXP20-2386,CLEAN A/RTB,RTB'D YR 2021
L21-EXP20-2367,CLEAN A/RTB,RTB'D YR 2021
L21-EXP20-2359,CLEAN A/RTB,RTB'D YR 2021
L21-EXP20-2354,CLEAN A/RTB,RTB'D YR 2021
L21-EXP20-2321,CLEAN A/RTB,RTB'D YR 2021
L21-EXP20-5323,CLEAN A/RTB,RTB'D YR 2021
L21-EXP20-5303,CLEAN A/RTB,RTB'D YR 2021
L21-EXP20-2958,CLEAN A/RTB,RTB'D YR 2021
L21-EXP20-2931,CLEAN A/RTB,RTB'D YR 2021
L21-EXP20-2765,CLEAN A/RTB,RTB'D YR 2021
L21-EXP20-2763,CLEAN A/RTB,RTB'D YR 2021
L21-EXP20-2737,CLEAN A/RTB,RTB'D YR 2021
L21-EXP20-2634,CLEAN A/RTB,RTB'D YR 2021
L21-EXP20-0009,CLEAN A/RTB,RTB'D YR 2021
L21-EXP20-3195,CLEAN A/RTB,RTB'D YR 2021
L21-EXP20-3088,CLEAN A/RTB,RTB'D YR 2021
L21-EXP20-2145,CLEAN A/RTB,RTB'D YR 2021
L21-EXP20-0074,CLEAN A/RTB,RTB'D YR 2021
L21-EXP20-1544,CLEAN A/RTB,RTB'D YR 2021
L21-EXP20-1540,CLEAN A/RTB,RTB'D YR 2021
L21-EXP20-1364,CLEAN A/RTB,RTB'D YR 2021
L21-EXP20-0935,CLEAN A/RTB,RTB'D YR 2021
L21-EXP20-0912,CLEAN A/RTB,RTB'D YR 2021
L21-EXP20-0616,CLEAN A/RTB,RTB'D YR 2021
L21-EXP20-0519,CLEAN A/RTB,RTB'D YR 2021
L21-EXP20-0429,CLEAN A/RTB,RTB'D YR 2021
L21-EXP20-0180,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-19109,CLEAN A/RTB,RTB'D YR 2021
NR26-4T4R21-0030,CLEAN A/RTB,RTB'D YR 2021
N35-JED21-0111,CLEAN A/RTB,RTB'D YR 2021
L21-EXP20-2610,CLEAN A/RTB,RTB'D YR 2021
L21-EXP20-3002,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-2082,CLEAN A/RTB,RTB'D YR 2021
RED-EXP20-0197,CLEAN A/RTB,RTB'D YR 2021
RED-EXP20-0655,CLEAN A/RTB,RTB'D YR 2021
RED-EXP20-0934,CLEAN A/RTB,RTB'D YR 2021
RED-EXP20-1136,CLEAN A/RTB,RTB'D YR 2021
RED-EXP20-1152,CLEAN A/RTB,RTB'D YR 2021
RED-EXP20-1217,CLEAN A/RTB,RTB'D YR 2021
RED-EXP20-1446,CLEAN A/RTB,RTB'D YR 2021
RED-EXP20-1525,CLEAN A/RTB,RTB'D YR 2021
RED-EXP20-1541,CLEAN A/RTB,RTB'D YR 2021
RED-EXP20-1994,CLEAN A/RTB,RTB'D YR 2021
RED-EXP20-2018,CLEAN A/RTB,RTB'D YR 2021
RED-EXP20-2024,CLEAN A/RTB,RTB'D YR 2021
RED-EXP20-2378,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-11037,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-11038,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-11047,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-11048,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-11065,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-11066,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-11073,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-11074,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-11223,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-11224,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-11278,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-11359,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-11360,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-11391,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-11392,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-11505,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-11506,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-11711,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-11712,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-11715,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-11716,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-11901,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-11939,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-11940,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-8491,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-8492,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-8502,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-8563,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-8564,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-8589,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-8590,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-8629,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-8630,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-8781,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-8782,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-8839,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-8840,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-00401,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02355,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02694,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02859,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02865,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02880,CLEAN A/RTB,RTB'D YR 2021
JED-EXP21-02894,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1042,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1407,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1110,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1552,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-2351,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1534,CLEAN A/RTB,RTB'D YR 2021
3GS-EXP20-10803,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP20-2382,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-0742,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1566,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1767,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-2801,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-0522,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-0939,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1286,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-2737,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1208,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-1511,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-0495,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-2517,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1391,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1828,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-4581,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1127,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-2054,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-2854,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-0448,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-0870,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1200,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1704,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-2728,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1810,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-0718,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-0783,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1095,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1463,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-2791,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-0357,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-0993,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1489,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1641,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-2718,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-4836,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-0182,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-0663,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-0725,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1527,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1819,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-2824,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-2992,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1520,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1639,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1021,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1383,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1695,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1416,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP20-1209,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-0284,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1050,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-3986,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP20-2479,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-0685,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1561,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1783,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-0847,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1173,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1805,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-2843,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-0195,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-0684,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-0739,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1559,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1752,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-2052,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-1429,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-0203,CLEAN A/RTB,RTB'D YR 2021
MOB-EXP19-2393,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1524,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1822,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1117,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-2850,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-0823,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1141,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-1801,CLEAN A/RTB,RTB'D YR 2021
LUM-EXP20-2683,CLEAN A/RTB,RTB'D YR 2021